Repository Name,Repository Location,Source Code Present,Documentation Present,Tests Present,Configs Present,Assets Present
tsconfig,plugins\infrastructure\tsconfig,No,No,No,No,No
tsconfigbase,plugins\infrastructure\tsconfigbase,No,No,No,No,No
tsconfig_1,plugins\infrastructure\tsconfig_1,No,No,No,No,No
turbo,plugins\infrastructure\turbo,No,No,No,No,No
webhooks,plugins\infrastructure\webhooks,No,No,No,No,No
whatweb,plugins\infrastructure\whatweb,No,Yes,No,No,No
winrm-detection,plugins\infrastructure\winrm-detection,No,No,No,No,No
wordlist,plugins\infrastructure\wordlist,No,No,No,No,No
wordlist_test,plugins\infrastructure\wordlist_test,No,No,No,No,No
_13,plugins\infrastructure\_13,No,No,No,No,No
__init___201,plugins\infrastructure\__init___201,No,No,No,No,No
__init___205,plugins\infrastructure\__init___205,No,No,No,No,No
__init___51,plugins\infrastructure\__init___51,No,No,No,No,No
activity-logger,plugins\intelligence\correlation\activity-logger,No,No,No,No,No
activity-logger_1,plugins\intelligence\correlation\activity-logger_1,No,No,No,No,No
bloodhound,plugins\intelligence\correlation\bloodhound,No,No,No,No,No
domain-profiler,plugins\intelligence\correlation\domain-profiler,No,No,No,No,No
error-formatter,plugins\intelligence\correlation\error-formatter,No,No,No,No,No
feature_request,plugins\intelligence\correlation\feature_request,No,No,No,No,No
file-io,plugins\intelligence\correlation\file-io,No,No,No,No,No
file-operations,plugins\intelligence\correlation\file-operations,No,No,No,No,No
glob,plugins\intelligence\correlation\glob,No,No,No,No,No
index_1,plugins\intelligence\correlation\index_1,No,Yes,No,No,No
input-validator,plugins\intelligence\correlation\input-validator,No,No,No,No,No
junit_xml,plugins\intelligence\correlation\junit_xml,No,No,No,No,No
Keygraph_Button,plugins\intelligence\correlation\Keygraph_Button,No,No,No,No,No
metrics_1,plugins\intelligence\correlation\metrics_1,No,No,No,No,No
progress-indicator,plugins\intelligence\correlation\progress-indicator,No,No,No,No,No
totp-validator,plugins\intelligence\correlation\totp-validator,No,No,No,No,No
__init___207,plugins\intelligence\correlation\__init___207,No,No,No,No,No
ARCHITECTURE_2,plugins\orchestration\ARCHITECTURE_2,No,No,No,No,No
bucket_exposure_engine,plugins\orchestration\bucket_exposure_engine,No,No,No,No,No
codeql,plugins\orchestration\codeql,No,No,No,No,No
codeql-analysis,plugins\orchestration\codeql-analysis,No,No,No,No,No
conversation_manager,plugins\orchestration\conversation_manager,No,No,No,No,No
dep-auto-merge,plugins\orchestration\dep-auto-merge,No,No,No,No,No
eino_meta,plugins\orchestration\eino_meta,No,No,No,No,No
execution-runner,plugins\orchestration\execution-runner,No,No,No,No,No
functional,plugins\orchestration\functional,No,No,No,No,No
gosum,plugins\orchestration\gosum,No,No,No,No,No
health-monitor,plugins\orchestration\health-monitor,No,No,No,No,No
index_2,plugins\orchestration\index_2,No,Yes,No,Yes,No
logger_1,plugins\orchestration\logger_1,No,No,No,No,No
meta-cognition,plugins\orchestration\meta-cognition,No,No,No,No,No
naabu,plugins\orchestration\naabu,No,No,No,No,No
queue-validator,plugins\orchestration\queue-validator,No,No,No,No,No
README_25,plugins\orchestration\README_25,No,No,No,No,No
README_9,plugins\orchestration\README_9,No,No,No,No,No
recorder,plugins\orchestration\recorder,No,No,No,No,No
release-binary,plugins\orchestration\release-binary,No,No,No,No,No
release-test,plugins\orchestration\release-test,No,No,No,No,No
rustscan_2,plugins\orchestration\rustscan_2,No,No,No,No,No
tests,plugins\orchestration\tests,No,No,No,No,No
update,plugins\orchestration\update,No,No,No,No,No
vulnerability_1,plugins\orchestration\vulnerability_1,No,No,No,No,No
__init___147,plugins\orchestration\__init___147,No,No,No,No,No
__init___224,plugins\orchestration\__init___224,No,No,No,No,No
__init___231,plugins\orchestration\__init___231,No,No,No,No,No
__init___57,plugins\orchestration\__init___57,No,No,No,No,No
auth_1,plugins\osint\auth_1,No,Yes,No,Yes,No
backfill-arch-data,plugins\osint\backfill-arch-data,No,Yes,No,No,No
conftest_1,plugins\osint\conftest_1,No,Yes,No,Yes,No
contacts,plugins\osint\contacts,No,No,No,No,No
COOKIES,plugins\osint\COOKIES,No,Yes,No,No,No
credential_tester_agent,plugins\osint\credential_tester_agent,No,Yes,No,Yes,No
crtsh,plugins\osint\crtsh,No,Yes,No,Yes,No
email-osint-agent,plugins\osint\email-osint-agent,No,Yes,No,Yes,No
environment,plugins\osint\environment,No,Yes,No,Yes,No
holehe,plugins\osint\holehe,No,Yes,No,Yes,No
intel-collection,plugins\osint\intel-collection,No,Yes,No,No,No
metadata,plugins\osint\metadata,No,Yes,No,Yes,No
osint,plugins\osint\osint,No,No,No,No,No
osint-collector,plugins\osint\osint-collector,No,Yes,No,No,No
parsers_1,plugins\osint\parsers_1,No,Yes,No,Yes,No
phoneinfoga,plugins\osint\phoneinfoga,No,Yes,No,Yes,No
privacy_detect,plugins\osint\privacy_detect,No,Yes,No,Yes,No
prompt-manager,plugins\osint\prompt-manager,No,No,No,No,No
sdk,plugins\osint\sdk,No,Yes,No,Yes,No
setup,plugins\osint\setup,No,Yes,No,Yes,No
setup_1,plugins\osint\setup_1,No,Yes,No,Yes,No
smtp-user-enum,plugins\osint\smtp-user-enum,No,Yes,No,Yes,No
social_engineer_agent,plugins\osint\social_engineer_agent,No,Yes,No,Yes,No
splash-screen,plugins\osint\splash-screen,No,Yes,No,Yes,No
test_osint_domain_info_msftrecon,plugins\osint\test_osint_domain_info_msftrecon,No,No,No,No,No
test_probe_password_reset_weak,plugins\osint\test_probe_password_reset_weak,No,Yes,No,Yes,No
validation,plugins\osint\validation,Yes,Yes,No,No,No
vulnscan,plugins\osint\vulnscan,No,Yes,No,Yes,No
whois_tool,plugins\osint\whois_tool,No,Yes,No,Yes,No
_safety,plugins\osint\_safety,No,Yes,No,Yes,No
__init___125,plugins\osint\__init___125,No,Yes,No,Yes,No
__init___128,plugins\osint\__init___128,No,Yes,No,Yes,No
arbiter,plugins\plugin_systems\arbiter,No,No,No,No,No
auth_2,plugins\plugin_systems\auth_2,No,No,No,No,No
debug-world-model,plugins\plugin_systems\debug-world-model,No,No,No,No,No
dotdotpwn,plugins\plugin_systems\dotdotpwn,No,No,No,No,No
exposure_prioritizer,plugins\plugin_systems\exposure_prioritizer,No,No,No,No,No
fingerprint_correlator,plugins\plugin_systems\fingerprint_correlator,No,No,No,No,No
index_15,plugins\plugin_systems\index_15,No,No,No,No,No
index_16,plugins\plugin_systems\index_16,No,No,No,No,No
lint_python,plugins\plugin_systems\lint_python,No,No,No,No,No
main_7,plugins\plugin_systems\main_7,No,Yes,No,Yes,No
model-registry,plugins\plugin_systems\model-registry,No,No,No,No,No
netexec,plugins\plugin_systems\netexec,No,No,No,No,No
package,plugins\plugin_systems\package,No,No,No,No,No
plugin_loader,plugins\plugin_systems\plugin_loader,No,No,No,No,No
pom,plugins\plugin_systems\pom,No,No,No,No,No
portscan-guess-tcp-ports,plugins\plugin_systems\portscan-guess-tcp-ports,No,No,No,No,No
README_12,plugins\plugin_systems\README_12,No,No,No,No,No
registry_3,plugins\plugin_systems\registry_3,No,No,No,No,No
releaserc,plugins\plugin_systems\releaserc,No,No,No,No,No
renderers,plugins\plugin_systems\renderers,No,No,No,No,No
settings,plugins\plugin_systems\settings,No,No,No,No,No
test_plugin_loader,plugins\plugin_systems\test_plugin_loader,No,No,No,No,No
tools_commands,plugins\plugin_systems\tools_commands,No,No,No,No,No
tooltipcpython-313,plugins\plugin_systems\tooltipcpython-313,No,No,No,No,No
validatorcpython-313,plugins\plugin_systems\validatorcpython-313,No,No,No,No,No
volatility3,plugins\plugin_systems\volatility3,No,No,No,No,No
whatweb_2,plugins\plugin_systems\whatweb_2,No,No,No,No,No
__init__cpython-313,plugins\plugin_systems\__init__cpython-313,No,No,No,No,No
__init__cpython-313_1,plugins\plugin_systems\__init__cpython-313_1,No,No,No,No,No
__init___212,plugins\plugin_systems\__init___212,No,No,No,No,No
__init___213,plugins\plugin_systems\__init___213,No,No,No,No,No
__init___214,plugins\plugin_systems\__init___214,No,No,No,No,No
__init___215,plugins\plugin_systems\__init___215,No,No,No,No,No
__init___216,plugins\plugin_systems\__init___216,No,No,No,No,No
__init___217,plugins\plugin_systems\__init___217,No,No,No,No,No
__init___28,plugins\plugin_systems\__init___28,No,No,No,No,No
__init___43,plugins\plugin_systems\__init___43,No,No,No,No,No
__init___58,plugins\plugin_systems\__init___58,No,No,No,No,No
__init___71,plugins\plugin_systems\__init___71,No,No,No,No,No
2dd29513_findings,plugins\recon\2dd29513_findings,No,Yes,No,No,No
2dd29513_run_B_safe,plugins\recon\2dd29513_run_B_safe,No,Yes,No,No,No
acquifinder,plugins\recon\acquifinder,No,No,No,No,No
active,plugins\recon\active,No,No,No,No,No
active-crawl,plugins\recon\active-crawl,No,Yes,No,Yes,No
active_recon,plugins\recon\active_recon,No,No,No,No,No
active_scanning,plugins\recon\active_scanning,No,Yes,No,No,No
active_test,plugins\recon\active_test,No,No,No,No,No
activities,plugins\recon\activities,No,No,No,No,No
activity-logger,plugins\recon\activity-logger,No,No,No,No,No
activity-logger_1,plugins\recon\activity-logger_1,No,No,No,No,No
activity_feed,plugins\recon\activity_feed,No,No,No,No,No
ad-attacker,plugins\recon\ad-attacker,No,Yes,No,No,No
adapter,plugins\recon\adapter,No,Yes,No,Yes,No
addr,plugins\recon\addr,No,Yes,No,Yes,No
ad_agent,plugins\recon\ad_agent,No,No,No,No,No
agent,plugins\recon\agent,No,Yes,No,Yes,No
agent-execution,plugins\recon\agent-execution,No,No,No,No,No
AGENTS,plugins\recon\AGENTS,No,Yes,No,No,No
AGENTS_1,plugins\recon\AGENTS_1,No,Yes,No,No,No
agent_1,plugins\recon\agent_1,No,No,No,No,No
agent_3,plugins\recon\agent_3,No,Yes,No,Yes,No
agent_loop,plugins\recon\agent_loop,No,Yes,No,Yes,No
agent_runner,plugins\recon\agent_runner,No,No,No,No,No
agent_test,plugins\recon\agent_test,No,No,No,No,No
agent_trace,plugins\recon\agent_trace,No,No,No,No,No
agent_trace_test,plugins\recon\agent_trace_test,No,No,No,No,No
alerts,plugins\recon\alerts,No,Yes,No,No,No
alerts_1,plugins\recon\alerts_1,No,Yes,No,No,No
alienvault,plugins\recon\alienvault,No,Yes,No,Yes,No
alterations,plugins\recon\alterations,No,Yes,No,Yes,No
alterx,plugins\recon\alterx,No,Yes,No,Yes,No
amass,plugins\recon\amass,No,Yes,No,Yes,No
amass_2,plugins\recon\amass_2,No,Yes,No,No,No
analyze_repos,plugins\recon\analyze_repos,No,Yes,No,Yes,No
anomaly_detector,plugins\recon\anomaly_detector,No,Yes,No,Yes,No
anomaly_engine,plugins\recon\anomaly_engine,No,Yes,No,Yes,No
anthropic,plugins\recon\anthropic,No,Yes,No,Yes,No
anthropic_agent,plugins\recon\anthropic_agent,No,No,No,No,No
anthropic_official,plugins\recon\anthropic_official,No,No,No,No,No
anubis,plugins\recon\anubis,No,Yes,No,Yes,No
apex,plugins\recon\apex,No,Yes,No,Yes,No
api,plugins\recon\api,No,No,No,No,No
api-discoverer-agent,plugins\recon\api-discoverer-agent,No,No,No,No,No
api-discovery,plugins\recon\api-discovery,No,No,No,No,No
api-discoverytest,plugins\recon\api-discoverytest,No,No,No,No,No
api-docs,plugins\recon\api-docs,No,No,No,No,No
api-schema-analyzer,plugins\recon\api-schema-analyzer,No,No,No,No,No
api-security,plugins\recon\api-security,No,Yes,No,No,No
apitest,plugins\recon\apitest,No,No,No,No,No
api_attack_surface,plugins\recon\api_attack_surface,No,Yes,No,No,No
api_authentication,plugins\recon\api_authentication,No,No,No,No,No
api_fingerprint,plugins\recon\api_fingerprint,No,Yes,No,Yes,No
api_models,plugins\recon\api_models,No,Yes,No,Yes,No
api_path_discovery,plugins\recon\api_path_discovery,No,Yes,No,Yes,No
api_pipeline,plugins\recon\api_pipeline,No,No,No,No,No
api_security_agent,plugins\recon\api_security_agent,No,Yes,No,Yes,No
api_surface_mapper,plugins\recon\api_surface_mapper,No,Yes,No,Yes,No
app,plugins\recon\app,No,Yes,No,Yes,No
apply_triage_labels,plugins\recon\apply_triage_labels,No,Yes,No,Yes,No
app_2,plugins\recon\app_2,No,No,No,No,No
app_3,plugins\recon\app_3,No,No,No,No,No
app_config,plugins\recon\app_config,No,No,No,No,No
aquatone,plugins\recon\aquatone,No,Yes,No,Yes,No
arbiter,plugins\recon\arbiter,No,No,No,No,No
architect-infer-agent,plugins\recon\architect-infer-agent,No,Yes,No,Yes,No
ARCHITECTURE,plugins\recon\ARCHITECTURE,No,Yes,No,No,No
ARCHITECTURE_1,plugins\recon\ARCHITECTURE_1,No,Yes,No,No,No
ARCHITECTURE_2,plugins\recon\ARCHITECTURE_2,No,No,No,No,No
arjun_tool,plugins\recon\arjun_tool,No,Yes,No,Yes,No
artifact-manifest,plugins\recon\artifact-manifest,No,Yes,No,Yes,No
asn,plugins\recon\asn,No,Yes,No,No,No
asncache,plugins\recon\asncache,No,Yes,No,Yes,No
asnmap,plugins\recon\asnmap,No,Yes,No,Yes,No
asn_intel,plugins\recon\asn_intel,No,No,No,No,No
assetfinder,plugins\recon\assetfinder,No,Yes,No,Yes,No
assets,plugins\recon\assets,No,Yes,No,Yes,No
assets_test,plugins\recon\assets_test,No,Yes,No,Yes,No
asset_classifier,plugins\recon\asset_classifier,No,Yes,No,Yes,No
asset_decode,plugins\recon\asset_decode,No,Yes,No,Yes,No
asset_secrets_scan,plugins\recon\asset_secrets_scan,No,Yes,No,Yes,No
assoc,plugins\recon\assoc,No,Yes,No,Yes,No
asvs-mapper,plugins\recon\asvs-mapper,No,No,No,No,No
async_prompt,plugins\recon\async_prompt,No,No,No,No,No
attach,plugins\recon\attach,No,No,No,No,No
attach_test,plugins\recon\attach_test,No,No,No,No,No
attack-chain,plugins\recon\attack-chain,No,Yes,No,No,No
attack-planner,plugins\recon\attack-planner,No,Yes,No,No,No
attack-surface-enumeration,plugins\recon\attack-surface-enumeration,No,Yes,No,No,No
attackchain,plugins\recon\attackchain,No,No,No,No,No
attack_surface_mapper,plugins\recon\attack_surface_mapper,No,Yes,No,Yes,No
attack_surface_mapping,plugins\recon\attack_surface_mapping,No,Yes,No,No,No
audit,plugins\recon\audit,No,No,No,No,No
audit-logger,plugins\recon\audit-logger,No,No,No,No,No
audit-session,plugins\recon\audit-session,No,No,No,No,No
audit_1,plugins\recon\audit_1,No,No,No,No,No
aup_consent,plugins\recon\aup_consent,No,No,No,No,No
auth,plugins\recon\auth,No,Yes,No,Yes,No
auth-flow-analyzer,plugins\recon\auth-flow-analyzer,No,Yes,No,Yes,No
authed-findings,plugins\recon\authed-findings,No,Yes,No,No,No
authed-stderr,plugins\recon\authed-stderr,No,Yes,No,No,No
authenticated_scan,plugins\recon\authenticated_scan,No,Yes,No,Yes,No
auth_2,plugins\recon\auth_2,No,No,No,No,No
auth_analyzer,plugins\recon\auth_analyzer,No,No,No,No,No
auth_cache,plugins\recon\auth_cache,No,No,No,No,No
auth_handler,plugins\recon\auth_handler,No,Yes,No,Yes,No
auth_manager,plugins\recon\auth_manager,No,No,No,No,No
auth_session,plugins\recon\auth_session,No,Yes,No,Yes,No
autnum,plugins\recon\autnum,No,Yes,No,Yes,No
autsys,plugins\recon\autsys,No,Yes,No,Yes,No
autsys_1,plugins\recon\autsys_1,No,Yes,No,Yes,No
aws_recon,plugins\recon\aws_recon,No,Yes,No,Yes,No
axiom,plugins\recon\axiom,Yes,Yes,No,No,No
backend,plugins\recon\backend,No,No,No,No,No
backlog,plugins\recon\backlog,No,Yes,No,Yes,No
backlog_1,plugins\recon\backlog_1,No,Yes,No,Yes,No
backlog_test,plugins\recon\backlog_test,No,Yes,No,Yes,No
banner,plugins\recon\banner,No,Yes,No,Yes,No
banners,plugins\recon\banners,No,Yes,No,Yes,No
banner_3,plugins\recon\banner_3,No,Yes,No,No,No
banner_analyzer,plugins\recon\banner_analyzer,No,No,No,No,No
banner_url,plugins\recon\banner_url,No,Yes,No,Yes,No
base,plugins\recon\base,No,Yes,No,Yes,No
base-agent,plugins\recon\base-agent,No,No,No,No,No
base_1,plugins\recon\base_1,No,No,No,No,No
base_3,plugins\recon\base_3,No,Yes,No,Yes,No
base_5,plugins\recon\base_5,No,Yes,No,Yes,No
base_tool,plugins\recon\base_tool,No,No,No,No,No
basic_scan,plugins\recon\basic_scan,No,No,No,No,No
batch_task,plugins\recon\batch_task,No,No,No,No,No
batch_task_manager,plugins\recon\batch_task_manager,No,No,No,No,No
batch_task_mcp,plugins\recon\batch_task_mcp,No,No,No,No,No
beacongo,plugins\recon\beacongo,No,No,No,No,No
beacon_host,plugins\recon\beacon_host,No,No,No,No,No
benchmark_juice_shop,plugins\recon\benchmark_juice_shop,No,Yes,No,Yes,No
bevigil,plugins\recon\bevigil,No,Yes,No,Yes,No
bigbountyrecon,plugins\recon\bigbountyrecon,No,No,No,No,No
billing-detection,plugins\recon\billing-detection,No,No,No,No,No
binaryedge,plugins\recon\binaryedge,No,Yes,No,Yes,No
bing,plugins\recon\bing,No,Yes,No,Yes,No
blackbox-config-agent,plugins\recon\blackbox-config-agent,No,Yes,No,Yes,No
blackbox-context,plugins\recon\blackbox-context,No,Yes,No,No,No
blacklist_test,plugins\recon\blacklist_test,No,Yes,No,Yes,No
bloodhound,plugins\recon\bloodhound,No,No,No,No,No
book,plugins\recon\book,No,Yes,No,No,No
browser-crawler-agent,plugins\recon\browser-crawler-agent,No,Yes,No,Yes,No
browser_agent,plugins\recon\browser_agent,No,Yes,No,Yes,No
brute,plugins\recon\brute,No,No,No,No,No
bruteforce-ftp,plugins\recon\bruteforce-ftp,No,No,No,No,No
bruteforce-http,plugins\recon\bruteforce-http,No,No,No,No,No
bruteforce-rdp,plugins\recon\bruteforce-rdp,No,No,No,No,No
bruteforce-smb,plugins\recon\bruteforce-smb,No,No,No,No,No
bruteforce-ssh,plugins\recon\bruteforce-ssh,No,No,No,No,No
brute_test,plugins\recon\brute_test,No,No,No,No,No
bucket_exposure_engine,plugins\recon\bucket_exposure_engine,No,No,No,No,No
bufferover,plugins\recon\bufferover,No,Yes,No,Yes,No
bufferoverrun,plugins\recon\bufferoverrun,No,Yes,No,Yes,No
bug,plugins\recon\bug,No,No,No,No,No
bug-bounty,plugins\recon\bug-bounty,No,Yes,No,No,No
bug_2,plugins\recon\bug_2,No,Yes,No,No,No
bug_report_2,plugins\recon\bug_report_2,No,Yes,No,No,No
bug_report_3,plugins\recon\bug_report_3,No,Yes,No,No,No
build,plugins\recon\build,No,No,No,No,No
build-mvn,plugins\recon\build-mvn,No,No,No,No,No
build-test,plugins\recon\build-test,No,Yes,No,No,No
builder,plugins\recon\builder,No,Yes,No,Yes,No
builtin-tools,plugins\recon\builtin-tools,No,No,No,No,No
builtwith,plugins\recon\builtwith,No,Yes,No,Yes,No
BurpExtender,plugins\recon\BurpExtender,No,No,No,No,No
BurpExtender1,plugins\recon\BurpExtender1,No,No,No,No,No
burp_client,plugins\recon\burp_client,No,No,No,No,No
burp_commands,plugins\recon\burp_commands,No,No,No,No,No
burp_suite,plugins\recon\burp_suite,No,Yes,No,No,No
business-logic-agent,plugins\recon\business-logic-agent,No,No,No,No,No
business_logic_fuzz,plugins\recon\business_logic_fuzz,No,Yes,No,Yes,No
c1ae665a_findings,plugins\recon\c1ae665a_findings,No,Yes,No,No,No
c1ae665a_run_A_default,plugins\recon\c1ae665a_run_A_default,No,Yes,No,No,No
c2-operator,plugins\recon\c2-operator,No,Yes,No,No,No
c2_1,plugins\recon\c2_1,No,Yes,No,Yes,No
c2_hitl_bridge,plugins\recon\c2_hitl_bridge,No,No,No,No,No
c2_lifecycle,plugins\recon\c2_lifecycle,No,No,No,No,No
c2_tools,plugins\recon\c2_tools,No,No,No,No,No
c99,plugins\recon\c99,No,Yes,No,Yes,No
capability_map,plugins\recon\capability_map,No,Yes,No,Yes,No
captcha_replay,plugins\recon\captcha_replay,No,No,No,No,No
categories,plugins\recon\categories,No,Yes,No,Yes,No
censys,plugins\recon\censys,No,Yes,No,Yes,No
censys_test,plugins\recon\censys_test,No,Yes,No,Yes,No
certspotter,plugins\recon\certspotter,No,Yes,No,Yes,No
certspotter_2,plugins\recon\certspotter_2,No,Yes,No,Yes,No
