File,Tool,Implementation Status,Missing Components
plugins\recon\issue_importer\plugin.py,issue_importer,Partially implemented,pass
plugins\recon\jaeles\plugin.py,jaeles,Partially implemented,pass
plugins\recon\jarm\plugin.py,jarm,Partially implemented,pass
plugins\recon\jina\plugin.py,jina,Partially implemented,pass
plugins\recon\js-analysis\plugin.py,js-analysis,Partially implemented,pass
plugins\recon\jsluice_patterns\plugin.py,jsluice_patterns,Partially implemented,pass
plugins\recon\js_analyzer\plugin.py,js_analyzer,Partially implemented,pass
plugins\recon\juice-shop\plugin.py,juice-shop,Partially implemented,pass
plugins\recon\juiceshop\plugin.py,juiceshop,Partially implemented,pass
plugins\recon\junit_xml\plugin.py,junit_xml,Partially implemented,pass
plugins\recon\jwt_jku_x5u_ssrf\plugin.py,jwt_jku_x5u_ssrf,Partially implemented,pass
plugins\recon\katana\plugin.py,katana,Partially implemented,pass
plugins\recon\katana_2\plugin.py,katana_2,Partially implemented,pass
plugins\recon\katana_tool\plugin.py,katana_tool,Partially implemented,pass
plugins\recon\Keygraph_Button\plugin.py,Keygraph_Button,Partially implemented,pass
plugins\recon\kiterunner\plugin.py,kiterunner,Partially implemented,pass
plugins\recon\kiterunner_tool\plugin.py,kiterunner_tool,Partially implemented,pass
plugins\recon\knowledge\plugin.py,knowledge,Partially implemented,pass
plugins\recon\knowledge-base\plugin.py,knowledge-base,Partially implemented,pass
plugins\recon\knowledgejs\plugin.py,knowledgejs,Partially implemented,pass
plugins\recon\knowledge_base\plugin.py,knowledge_base,Partially implemented,pass
plugins\recon\knowledge_base_1\plugin.py,knowledge_base_1,Partially implemented,pass
plugins\recon\known_fqdn\plugin.py,known_fqdn,Partially implemented,pass
plugins\recon\kubernetes_analyzer\plugin.py,kubernetes_analyzer,Partially implemented,pass
plugins\recon\langfuse\plugin.py,langfuse,Partially implemented,pass
plugins\recon\lark\plugin.py,lark,Partially implemented,pass
plugins\recon\lateral-movement\plugin.py,lateral-movement,Partially implemented,pass
plugins\recon\layout\plugin.py,layout,Partially implemented,pass
plugins\recon\ldap-search\plugin.py,ldap-search,Partially implemented,pass
plugins\recon\ldap_injection\plugin.py,ldap_injection,Partially implemented,pass
plugins\recon\leaked_credentials\plugin.py,leaked_credentials,Partially implemented,pass
plugins\recon\leakix\plugin.py,leakix,Partially implemented,pass
plugins\recon\leakix_2\plugin.py,leakix_2,Partially implemented,pass
plugins\recon\learning_mode\plugin.py,learning_mode,Partially implemented,pass
plugins\recon\ledger\plugin.py,ledger,Partially implemented,pass
plugins\recon\legacy\plugin.py,legacy,Partially implemented,pass
plugins\recon\LegacyPentestRunner\plugin.py,LegacyPentestRunner,Partially implemented,pass
plugins\recon\lei_record\plugin.py,lei_record,Partially implemented,pass
plugins\recon\lfi_wordlist\plugin.py,lfi_wordlist,Partially implemented,pass
plugins\recon\libc-database\plugin.py,libc-database,Partially implemented,pass
plugins\recon\library\plugin.py,library,Partially implemented,pass
plugins\recon\LICENSE\plugin.py,LICENSE,Partially implemented,pass
plugins\recon\LICENSE_1\plugin.py,LICENSE_1,Partially implemented,pass
plugins\recon\LICENSE_10\plugin.py,LICENSE_10,Partially implemented,pass
plugins\recon\LICENSE_12\plugin.py,LICENSE_12,Partially implemented,pass
plugins\recon\LICENSE_13\plugin.py,LICENSE_13,Partially implemented,pass
plugins\recon\LICENSE_14\plugin.py,LICENSE_14,Partially implemented,pass
plugins\recon\LICENSE_2\plugin.py,LICENSE_2,Partially implemented,pass
plugins\recon\LICENSE_3\plugin.py,LICENSE_3,Partially implemented,pass
plugins\recon\LICENSE_4\plugin.py,LICENSE_4,Partially implemented,pass
plugins\recon\LICENSE_6\plugin.py,LICENSE_6,Partially implemented,pass
plugins\recon\LICENSE_7\plugin.py,LICENSE_7,Partially implemented,pass
plugins\recon\LICENSE_9\plugin.py,LICENSE_9,Partially implemented,pass
plugins\recon\linkedin\plugin.py,linkedin,Partially implemented,pass
plugins\recon\linpeas\plugin.py,linpeas,Partially implemented,pass
plugins\recon\lint\plugin.py,lint,Partially implemented,pass
plugins\recon\lint_python\plugin.py,lint_python,Partially implemented,pass
plugins\recon\listener\plugin.py,listener,Partially implemented,pass
plugins\recon\listener_http\plugin.py,listener_http,Partially implemented,pass
plugins\recon\listener_tcp\plugin.py,listener_tcp,Partially implemented,pass
plugins\recon\listener_websocket\plugin.py,listener_websocket,Partially implemented,pass
plugins\recon\live_capture\plugin.py,live_capture,Partially implemented,pass
plugins\recon\llm\plugin.py,llm,Partially implemented,pass
plugins\recon\llm-analysis\plugin.py,llm-analysis,Partially implemented,pass
plugins\recon\llm-analyzer\plugin.py,llm-analyzer,Partially implemented,pass
plugins\recon\llm-app-redteam\plugin.py,llm-app-redteam,Partially implemented,pass
plugins\recon\llm-client\plugin.py,llm-client,Partially implemented,pass
plugins\recon\llm-clienttest\plugin.py,llm-clienttest,Partially implemented,pass
plugins\recon\llm-clienttest_1\plugin.py,llm-clienttest_1,Partially implemented,pass
plugins\recon\llm-client_1\plugin.py,llm-client_1,Partially implemented,pass
plugins\recon\llm-redteam\plugin.py,llm-redteam,Partially implemented,pass
plugins\recon\llm_analysis\plugin.py,llm_analysis,TODO placeholder,pass
plugins\recon\llm_api\plugin.py,llm_api,Partially implemented,pass
plugins\recon\load\plugin.py,load,Partially implemented,pass
plugins\recon\loader_1\plugin.py,loader_1,Partially implemented,pass
plugins\recon\LOCAL-SETUP\plugin.py,LOCAL-SETUP,Partially implemented,pass
plugins\recon\local-source-generator\plugin.py,local-source-generator,Partially implemented,pass
plugins\recon\location\plugin.py,location,Partially implemented,pass
plugins\recon\locations\plugin.py,locations,Partially implemented,pass
plugins\recon\location_1\plugin.py,location_1,Partially implemented,pass
plugins\recon\log\plugin.py,log,Partially implemented,pass
plugins\recon\log-stream\plugin.py,log-stream,Partially implemented,pass
plugins\recon\logger\plugin.py,logger,Partially implemented,pass
plugins\recon\loggercpython-313\plugin.py,loggercpython-313,Partially implemented,pass
plugins\recon\logger_1\plugin.py,logger_1,Partially implemented,pass
plugins\recon\logger_2\plugin.py,logger_2,Partially implemented,pass
plugins\recon\login-instructions\plugin.py,login-instructions,Partially implemented,pass
plugins\recon\login-instructions_1\plugin.py,login-instructions_1,Partially implemented,pass
plugins\recon\logo\plugin.py,logo,Partially implemented,pass
plugins\recon\logo_1\plugin.py,logo_1,Partially implemented,pass
plugins\recon\logs\plugin.py,logs,Partially implemented,pass
plugins\recon\lookup-sid\plugin.py,lookup-sid,Partially implemented,pass
plugins\recon\main\plugin.py,main,Partially implemented,pass
plugins\recon\main_1\plugin.py,main_1,Partially implemented,pass
plugins\recon\main_10\plugin.py,main_10,Partially implemented,pass
plugins\recon\main_11\plugin.py,main_11,Partially implemented,pass
plugins\recon\main_12\plugin.py,main_12,Partially implemented,pass
plugins\recon\main_14\plugin.py,main_14,Partially implemented,pass
plugins\recon\main_15\plugin.py,main_15,Partially implemented,pass
plugins\recon\main_17\plugin.py,main_17,Partially implemented,pass
plugins\recon\main_18\plugin.py,main_18,Partially implemented,pass
plugins\recon\main_2\plugin.py,main_2,Partially implemented,pass
plugins\recon\main_3\plugin.py,main_3,Partially implemented,pass
plugins\recon\main_4\plugin.py,main_4,Partially implemented,pass
plugins\recon\main_5\plugin.py,main_5,Partially implemented,pass
plugins\recon\main_6\plugin.py,main_6,Partially implemented,pass
plugins\recon\main_7\plugin.py,main_7,Partially implemented,pass
plugins\recon\main_8\plugin.py,main_8,Partially implemented,pass
plugins\recon\main_9\plugin.py,main_9,Partially implemented,pass
plugins\recon\main_server_http_redirect\plugin.py,main_server_http_redirect,Partially implemented,pass
plugins\recon\main_server_http_redirect_test\plugin.py,main_server_http_redirect_test,Partially implemented,pass
plugins\recon\main_server_tls\plugin.py,main_server_tls,Partially implemented,pass
plugins\recon\Makefile_2\plugin.py,Makefile_2,Partially implemented,pass
plugins\recon\Makefile_3\plugin.py,Makefile_3,Partially implemented,pass
plugins\recon\malicious\plugin.py,malicious,Fully implemented,
plugins\recon\maltego\plugin.py,maltego,Partially implemented,pass
plugins\recon\malware-analyst\plugin.py,malware-analyst,Partially implemented,pass
plugins\recon\manager_1\plugin.py,manager_1,Partially implemented,pass
plugins\recon\manager_2\plugin.py,manager_2,Partially implemented,pass
plugins\recon\mapcidr\plugin.py,mapcidr,Partially implemented,pass
plugins\recon\mapping\plugin.py,mapping,Partially implemented,pass
plugins\recon\markdown\plugin.py,markdown,Partially implemented,pass
plugins\recon\MarkdownRenderer\plugin.py,MarkdownRenderer,Partially implemented,pass
plugins\recon\markdown_agents\plugin.py,markdown_agents,Partially implemented,pass
plugins\recon\markdown_orchestrator_test\plugin.py,markdown_orchestrator_test,Partially implemented,pass
plugins\recon\markers\plugin.py,markers,Partially implemented,pass
plugins\recon\marketplace\plugin.py,marketplace,Partially implemented,pass
plugins\recon\masscan\plugin.py,masscan,Partially implemented,pass
plugins\recon\masscan_2\plugin.py,masscan_2,Partially implemented,pass
plugins\recon\massdns\plugin.py,massdns,Partially implemented,pass
plugins\recon\massdns_tool\plugin.py,massdns_tool,Partially implemented,pass
plugins\recon\mass_assignment\plugin.py,mass_assignment,Partially implemented,pass
plugins\recon\match\plugin.py,match,Partially implemented,pass
plugins\recon\mcp\plugin.py,mcp,Partially implemented,pass
plugins\recon\mcp-management\plugin.py,mcp-management,Partially implemented,pass
plugins\recon\mcp-stdio2\plugin.py,mcp-stdio2,Partially implemented,pass
plugins\recon\mcp_client\plugin.py,mcp_client,Partially implemented,pass
plugins\recon\mcp_manager\plugin.py,mcp_manager,Partially implemented,pass
plugins\recon\mcp_pent_claude_agent\plugin.py,mcp_pent_claude_agent,Partially implemented,pass
plugins\recon\mcp_reverse_shell\plugin.py,mcp_reverse_shell,Partially implemented,pass
plugins\recon\mcp_setup\plugin.py,mcp_setup,Partially implemented,pass
plugins\recon\mcp_tools\plugin.py,mcp_tools,Partially implemented,pass
plugins\recon\mcp_tools_test\plugin.py,mcp_tools_test,Partially implemented,pass
plugins\recon\memory\plugin.py,memory,Partially implemented,pass
plugins\recon\memory_compressor\plugin.py,memory_compressor,Partially implemented,pass
plugins\recon\menu\plugin.py,menu,Partially implemented,pass
plugins\recon\merklemap\plugin.py,merklemap,Partially implemented,pass
plugins\recon\message-handlers\plugin.py,message-handlers,Partially implemented,pass
plugins\recon\meta\plugin.py,meta,Partially implemented,pass
plugins\recon\meta-cognition\plugin.py,meta-cognition,Partially implemented,pass
plugins\recon\metasploit-agent\plugin.py,metasploit-agent,Partially implemented,pass
plugins\recon\methodology_engine\plugin.py,methodology_engine,Partially implemented,pass
plugins\recon\metrics\plugin.py,metrics,Partially implemented,pass
plugins\recon\metrics-tracker\plugin.py,metrics-tracker,Partially implemented,pass
plugins\recon\metrics_1\plugin.py,metrics_1,Partially implemented,pass
plugins\recon\mobile_agent\plugin.py,mobile_agent,Partially implemented,pass
plugins\recon\mock_pipelinetest\plugin.py,mock_pipelinetest,Partially implemented,pass
plugins\recon\model-registry\plugin.py,model-registry,Partially implemented,pass
plugins\recon\ModelCommand\plugin.py,ModelCommand,Partially implemented,pass
plugins\recon\models\plugin.py,models,Partially implemented,pass
plugins\recon\models_1\plugin.py,models_1,Partially implemented,pass
plugins\recon\models_2\plugin.py,models_2,Partially implemented,pass
plugins\recon\models_5\plugin.py,models_5,Partially implemented,pass
plugins\recon\model_manager\plugin.py,model_manager,Partially implemented,pass
plugins\recon\modes\plugin.py,modes,Partially implemented,pass
plugins\recon\MODS\plugin.py,MODS,Partially implemented,pass
plugins\recon\module_import\plugin.py,module_import,Partially implemented,pass
plugins\recon\monitor\plugin.py,monitor,Partially implemented,pass
plugins\recon\monitor_1\plugin.py,monitor_1,Partially implemented,pass
plugins\recon\MSSQLInjection\plugin.py,MSSQLInjection,Partially implemented,pass
plugins\recon\multi_agent\plugin.py,multi_agent,Partially implemented,pass
plugins\recon\MULTI_AGENT_EINO\plugin.py,MULTI_AGENT_EINO,Partially implemented,pass
plugins\recon\multi_agent_prepare\plugin.py,multi_agent_prepare,Partially implemented,pass
plugins\recon\naabu\plugin.py,naabu,Fully implemented,
plugins\recon\naabu_tool\plugin.py,naabu_tool,Partially implemented,pass
plugins\recon\namelist\plugin.py,namelist,Partially implemented,pass
plugins\recon\navigator\plugin.py,navigator,Partially implemented,pass
plugins\recon\nbtscan\plugin.py,nbtscan,Partially implemented,pass
plugins\recon\netblock\plugin.py,netblock,Partially implemented,pass
plugins\recon\netblock_1\plugin.py,netblock_1,Partially implemented,pass
plugins\recon\netdiscover_tool\plugin.py,netdiscover_tool,Partially implemented,pass
plugins\recon\netexec\plugin.py,netexec,Partially implemented,pass
plugins\recon\netlas\plugin.py,netlas,Partially implemented,pass
plugins\recon\network-recon\plugin.py,network-recon,Partially implemented,pass
plugins\recon\networks\plugin.py,networks,Partially implemented,pass
plugins\recon\network_discovery\plugin.py,network_discovery,Partially implemented,pass
plugins\recon\nextjs_rsc_rce\plugin.py,nextjs_rsc_rce,Partially implemented,pass
plugins\recon\next_step_predictor\plugin.py,next_step_predictor,Partially implemented,pass
plugins\recon\nikto_2\plugin.py,nikto_2,Partially implemented,pass
plugins\recon\nikto_tool\plugin.py,nikto_tool,Partially implemented,pass
plugins\recon\nmap-ajp\plugin.py,nmap-ajp,Partially implemented,pass
plugins\recon\nmap-cassandra\plugin.py,nmap-cassandra,Partially implemented,pass
plugins\recon\nmap-cups\plugin.py,nmap-cups,Partially implemented,pass
plugins\recon\nmap-dns\plugin.py,nmap-dns,Partially implemented,pass
plugins\recon\nmap-finger\plugin.py,nmap-finger,Partially implemented,pass
plugins\recon\nmap-ftp\plugin.py,nmap-ftp,Partially implemented,pass
plugins\recon\nmap-http\plugin.py,nmap-http,Partially implemented,pass
plugins\recon\nmap-imap\plugin.py,nmap-imap,Partially implemented,pass
plugins\recon\nmap-irc\plugin.py,nmap-irc,Partially implemented,pass
plugins\recon\nmap-kerberos\plugin.py,nmap-kerberos,Partially implemented,pass
plugins\recon\nmap-ldap\plugin.py,nmap-ldap,Partially implemented,pass
plugins\recon\nmap-mongodb\plugin.py,nmap-mongodb,Partially implemented,pass
plugins\recon\nmap-mountd\plugin.py,nmap-mountd,Partially implemented,pass
plugins\recon\nmap-msrpc\plugin.py,nmap-msrpc,Partially implemented,pass
plugins\recon\nmap-mssql\plugin.py,nmap-mssql,Partially implemented,pass
plugins\recon\nmap-multicast-dns\plugin.py,nmap-multicast-dns,Partially implemented,pass
