Plugin,Category,Repository,FileCount,Status,Notes
__init___51,recon,__init___51,2,STUB,Placeholder code detected
__init___52,recon,__init___52,2,STUB,Placeholder code detected
__init___54,recon,__init___54,2,STUB,Placeholder code detected
__init___55,recon,__init___55,2,STUB,Placeholder code detected
__init___57,recon,__init___57,2,STUB,Placeholder code detected
__init___58,recon,__init___58,2,STUB,Placeholder code detected
__init___6,recon,__init___6,2,STUB,Placeholder code detected
__init___64,recon,__init___64,2,STUB,Placeholder code detected
__init___70,recon,__init___70,2,STUB,Placeholder code detected
__init___71,recon,__init___71,2,STUB,Placeholder code detected
__main__,recon,__main__,2,STUB,Placeholder code detected
__main___1,recon,__main___1,4,STUB,Placeholder code detected
agent-guide,vulnerabilities,AGENT-GUIDE,2,STUB,Placeholder code detected
agent_mode_controller,vulnerabilities,agent_mode_controller,2,STUB,Placeholder code detected
attackchain_1,vulnerabilities,attackchain_1,2,STUB,Placeholder code detected
balanced-active-scan,vulnerabilities,balanced-active-scan,2,STUB,Placeholder code detected
bigqueryinjection,vulnerabilities,BigQueryInjection,2,STUB,Placeholder code detected
cache,vulnerabilities,cache,2,STUB,Placeholder code detected
cassandrainjection,vulnerabilities,CassandraInjection,2,STUB,Placeholder code detected
checkpoint-provider,vulnerabilities,checkpoint-provider,2,STUB,Placeholder code detected
concurrency,vulnerabilities,concurrency,2,STUB,Placeholder code detected
container,vulnerabilities,container,2,STUB,Placeholder code detected
context,vulnerabilities,context,2,STUB,Placeholder code detected
conversation_1,vulnerabilities,conversation_1,2,STUB,Placeholder code detected
cve_mapper,vulnerabilities,cve_mapper,2,STUB,Placeholder code detected
cvss,vulnerabilities,cvss,2,STUB,Placeholder code detected
database,vulnerabilities,database,2,STUB,Placeholder code detected
db2injection,vulnerabilities,DB2Injection,2,STUB,Placeholder code detected
db_1,vulnerabilities,db_1,2,STUB,Placeholder code detected
db_test,vulnerabilities,db_test,2,STUB,Placeholder code detected
deliverables,vulnerabilities,deliverables,2,STUB,Placeholder code detected
detection_agent,vulnerabilities,detection_agent,2,STUB,Placeholder code detected
eino_adk_run_loop,vulnerabilities,eino_adk_run_loop,2,STUB,Placeholder code detected
eino_meta_test,vulnerabilities,eino_meta_test,2,STUB,Placeholder code detected
eino_retriever_adapter,vulnerabilities,eino_retriever_adapter,2,STUB,Placeholder code detected
eino_retrieve_chain,vulnerabilities,eino_retrieve_chain,2,STUB,Placeholder code detected
eino_sqlite_indexer,vulnerabilities,eino_sqlite_indexer,2,STUB,Placeholder code detected
endpoint-prober,vulnerabilities,endpoint-prober,2,STUB,Placeholder code detected
errorpatternanalyzer,vulnerabilities,ErrorPatternAnalyzer,2,STUB,Placeholder code detected
exploit,vulnerabilities,exploit,2,STUB,Placeholder code detected
exploit-authz_1,vulnerabilities,exploit-authz_1,2,STUB,Placeholder code detected
exploit-authz_3,vulnerabilities,exploit-authz_3,2,STUB,Placeholder code detected
exploit-auth_1,vulnerabilities,exploit-auth_1,2,STUB,Placeholder code detected
exploit-auth_3,vulnerabilities,exploit-auth_3,2,STUB,Placeholder code detected
exploit-chainer,vulnerabilities,exploit-chainer,2,STUB,Placeholder code detected
exploit-guide,vulnerabilities,exploit-guide,2,STUB,Placeholder code detected
exploit-injection_1,vulnerabilities,exploit-injection_1,2,STUB,Placeholder code detected
exploit-injection_2,vulnerabilities,exploit-injection_2,2,STUB,Placeholder code detected
exploit-injection_3,vulnerabilities,exploit-injection_3,2,STUB,Placeholder code detected
exploit-ssrf,vulnerabilities,exploit-ssrf,2,STUB,Placeholder code detected
exploit-ssrf_1,vulnerabilities,exploit-ssrf_1,2,STUB,Placeholder code detected
exploit-ssrf_2,vulnerabilities,exploit-ssrf_2,2,STUB,Placeholder code detected
exploit-ssrf_3,vulnerabilities,exploit-ssrf_3,2,STUB,Placeholder code detected
exploit-xss_1,vulnerabilities,exploit-xss_1,2,STUB,Placeholder code detected
exploit-xss_3,vulnerabilities,exploit-xss_3,2,STUB,Placeholder code detected
exploitation-checker,vulnerabilities,exploitation-checker,2,STUB,Placeholder code detected
export,vulnerabilities,export,2,STUB,Placeholder code detected
export-metrics,vulnerabilities,export-metrics,2,STUB,Placeholder code detected
finalizers,vulnerabilities,finalizers,2,STUB,Placeholder code detected
findings,vulnerabilities,findings,2,STUB,Placeholder code detected
findings-db,vulnerabilities,FINDINGS-DB,2,STUB,Placeholder code detected
findings-provider,vulnerabilities,findings-provider,2,STUB,Placeholder code detected
findings-renderer,vulnerabilities,findings-renderer,2,STUB,Placeholder code detected
generators,vulnerabilities,generators,2,STUB,Placeholder code detected
gowitness,vulnerabilities,gowitness,2,STUB,Placeholder code detected
hackable2_3,vulnerabilities,Hackable2_3,2,STUB,Placeholder code detected
handoff,vulnerabilities,handoff,2,STUB,Placeholder code detected
index_pipeline,vulnerabilities,index_pipeline,2,STUB,Placeholder code detected
kioptrix_level_1,vulnerabilities,Kioptrix_level_1,2,STUB,Placeholder code detected
listener_http_test,vulnerabilities,listener_http_test,2,STUB,Placeholder code detected
manager,vulnerabilities,manager,2,STUB,Placeholder code detected
manager_start_test,vulnerabilities,manager_start_test,2,STUB,Placeholder code detected
menu_system,vulnerabilities,menu_system,2,STUB,Placeholder code detected
metasploit,vulnerabilities,metasploit,2,STUB,Placeholder code detected
metasploit_aux,vulnerabilities,metasploit_aux,2,STUB,Placeholder code detected
metatron,vulnerabilities,metatron,2,STUB,Placeholder code detected
migrate,vulnerabilities,migrate,2,STUB,Placeholder code detected
net-recon-agent,vulnerabilities,net-recon-agent,2,STUB,Placeholder code detected
nikto,vulnerabilities,nikto,2,STUB,Placeholder code detected
nmap-distccd,vulnerabilities,nmap-distccd,2,STUB,Placeholder code detected
nmap_2,vulnerabilities,nmap_2,2,STUB,Placeholder code detected
notification,vulnerabilities,notification,2,STUB,Placeholder code detected
output-formatter,vulnerabilities,output-formatter,2,STUB,Placeholder code detected
output-formatters,vulnerabilities,output-formatters,2,STUB,Placeholder code detected
payloads,vulnerabilities,payloads,2,STUB,Placeholder code detected
pentesttarget,vulnerabilities,pentestTarget,2,STUB,Placeholder code detected
pipeline,vulnerabilities,pipeline,2,STUB,Placeholder code detected
primitives,vulnerabilities,primitives,2,STUB,Placeholder code detected
prompt_class,vulnerabilities,prompt_class,2,STUB,Placeholder code detected
pwntools,vulnerabilities,pwntools,2,STUB,Placeholder code detected
query-execution-result,vulnerabilities,query-execution-result,2,STUB,Placeholder code detected
queue-schemas,vulnerabilities,queue-schemas,2,STUB,Placeholder code detected
queue-validation,vulnerabilities,queue-validation,2,STUB,Placeholder code detected
report-executive,vulnerabilities,report-executive,2,STUB,Placeholder code detected
report-executive_3,vulnerabilities,report-executive_3,2,STUB,Placeholder code detected
report-generator,vulnerabilities,report-generator,2,STUB,Placeholder code detected
reporting,vulnerabilities,reporting,2,STUB,Placeholder code detected
requester,vulnerabilities,requester,2,STUB,Placeholder code detected
requestercpython-313,vulnerabilities,requestercpython-313,2,STUB,Placeholder code detected
retriever,vulnerabilities,retriever,2,STUB,Placeholder code detected
schema,vulnerabilities,schema,2,STUB,Placeholder code detected
schema_migrate,vulnerabilities,schema_migrate,2,STUB,Placeholder code detected
session-manager,vulnerabilities,session-manager,2,STUB,Placeholder code detected
settings-writer,vulnerabilities,settings-writer,2,STUB,Placeholder code detected
skill_10,vulnerabilities,SKILL_10,2,STUB,Placeholder code detected
skill_15,vulnerabilities,SKILL_15,2,STUB,Placeholder code detected
skill_21,vulnerabilities,SKILL_21,2,STUB,Placeholder code detected
smb-vuln,vulnerabilities,smb-vuln,2,STUB,Placeholder code detected
target,vulnerabilities,target,2,STUB,Placeholder code detected
task,vulnerabilities,task,2,STUB,Placeholder code detected
test_aup_consent,vulnerabilities,test_aup_consent,2,STUB,Placeholder code detected
test_benchmark_registry,vulnerabilities,test_benchmark_registry,2,STUB,Placeholder code detected
test_chain_dedup,vulnerabilities,test_chain_dedup,2,STUB,Placeholder code detected
test_chain_validation,vulnerabilities,test_chain_validation,2,STUB,Placeholder code detected
test_cve_db,vulnerabilities,test_cve_db,2,STUB,Placeholder code detected
test_cvss,vulnerabilities,test_cvss,2,STUB,Placeholder code detected
test_diff,vulnerabilities,test_diff,2,STUB,Placeholder code detected
test_findings,vulnerabilities,test_findings,2,STUB,Placeholder code detected
test_findings_db_reaper,vulnerabilities,test_findings_db_reaper,2,STUB,Placeholder code detected
test_findings_db_reconciler,vulnerabilities,test_findings_db_reconciler,2,STUB,Placeholder code detected
test_handler_finalizers,vulnerabilities,test_handler_finalizers,2,STUB,Placeholder code detected
test_intensity_safe,vulnerabilities,test_intensity_safe,2,STUB,Placeholder code detected
test_orchestrator,vulnerabilities,test_orchestrator,2,STUB,Placeholder code detected
test_probe_cookie_prefix_bypass,vulnerabilities,test_probe_cookie_prefix_bypass,2,STUB,Placeholder code detected
test_probe_jwt_jku_x5u_ssrf,vulnerabilities,test_probe_jwt_jku_x5u_ssrf,2,STUB,Placeholder code detected
test_probe_nextjs_rsc_rce,vulnerabilities,test_probe_nextjs_rsc_rce,2,STUB,Placeholder code detected
test_probe_saml_xsw,vulnerabilities,test_probe_saml_xsw,2,STUB,Placeholder code detected
test_probe_sqli_login_bypass,vulnerabilities,test_probe_sqli_login_bypass,2,STUB,Placeholder code detected
test_sarif,vulnerabilities,test_sarif,2,STUB,Placeholder code detected
test_webhooks,vulnerabilities,test_webhooks,2,STUB,Placeholder code detected
tls-analyzer,vulnerabilities,tls-analyzer,2,STUB,Placeholder code detected
token-optimization,vulnerabilities,TOKEN-OPTIMIZATION,2,STUB,Placeholder code detected
tool,vulnerabilities,tool,2,STUB,Placeholder code detected
types_5,vulnerabilities,types_5,2,STUB,Placeholder code detected
vuln-authz_1,vulnerabilities,vuln-authz_1,2,STUB,Placeholder code detected
vuln-authz_3,vulnerabilities,vuln-authz_3,2,STUB,Placeholder code detected
vuln-auth_1,vulnerabilities,vuln-auth_1,2,STUB,Placeholder code detected
vuln-auth_3,vulnerabilities,vuln-auth_3,2,STUB,Placeholder code detected
vuln-hypothesizer,vulnerabilities,vuln-hypothesizer,2,STUB,Placeholder code detected
vuln-injection_1,vulnerabilities,vuln-injection_1,2,STUB,Placeholder code detected
vuln-injection_3,vulnerabilities,vuln-injection_3,2,STUB,Placeholder code detected
vuln-mapper,vulnerabilities,vuln-mapper,2,STUB,Placeholder code detected
vuln-mappertest,vulnerabilities,vuln-mappertest,2,STUB,Placeholder code detected
vuln-scanner,vulnerabilities,vuln-scanner,2,STUB,Placeholder code detected
vuln-ssrf,vulnerabilities,vuln-ssrf,2,STUB,Placeholder code detected
vuln-ssrf_1,vulnerabilities,vuln-ssrf_1,2,STUB,Placeholder code detected
vuln-ssrf_2,vulnerabilities,vuln-ssrf_2,2,STUB,Placeholder code detected
vuln-ssrf_3,vulnerabilities,vuln-ssrf_3,2,STUB,Placeholder code detected
vuln-xss_1,vulnerabilities,vuln-xss_1,2,STUB,Placeholder code detected
vuln-xss_3,vulnerabilities,vuln-xss_3,2,STUB,Placeholder code detected
vulnerability,vulnerabilities,vulnerability,2,STUB,Placeholder code detected
vulnerability-triage,vulnerabilities,vulnerability-triage,2,STUB,Placeholder code detected
vulnerability_1,vulnerabilities,vulnerability_1,2,STUB,Placeholder code detected
vulnerability_concepts,vulnerabilities,vulnerability_concepts,2,STUB,Placeholder code detected
vulns,vulnerabilities,vulns,2,STUB,Placeholder code detected
vuln_analysis,vulnerabilities,vuln_analysis,2,STUB,Placeholder code detected
vuln_correlator,vulnerabilities,vuln_correlator,2,STUB,Placeholder code detected
vuln_pipeline,vulnerabilities,vuln_pipeline,2,STUB,Placeholder code detected
vuln_scanner_agent,vulnerabilities,vuln_scanner_agent,2,STUB,Placeholder code detected
worker,vulnerabilities,worker,2,STUB,Placeholder code detected
workflows,vulnerabilities,workflows,2,BROKEN,SyntaxError
working_memory,vulnerabilities,working_memory,2,STUB,Placeholder code detected
xsser,vulnerabilities,xsser,2,STUB,Placeholder code detected
_exploit-scope,vulnerabilities,_exploit-scope,2,STUB,Placeholder code detected
_exploit-scope_1,vulnerabilities,_exploit-scope_1,2,STUB,Placeholder code detected
_vuln-scope,vulnerabilities,_vuln-scope,2,STUB,Placeholder code detected
_vuln-scope_1,vulnerabilities,_vuln-scope_1,2,STUB,Placeholder code detected
